dataset,split_seed,model,n_test_loci,n_test_instances,best_C,acc,mcc,bal_acc,acc_lo,acc_hi,mcc_lo,mcc_hi,bal_lo,bal_hi,dmcc_vs_majority,dmcc_vs_majority_lo,dmcc_vs_majority_hi,dbal_vs_majority,dbal_vs_majority_lo,dbal_vs_majority_hi,dmcc_vs_ref_base,dmcc_vs_ref_base_lo,dmcc_vs_ref_base_hi,dbal_vs_ref_base,dbal_vs_ref_base_lo,dbal_vs_ref_base_hi
hotspot,46,LR_pm5,70,105185,0.1,0.5044445500784333,0.18595462477914357,0.33314766423559433,0.30478019705576037,0.6349626596802456,0.020794481072189747,0.30419488057654326,0.2755562462742031,0.370600771265312,0.18595462477914357,0.020794481072189747,0.30419488057654326,0.16648099756892767,0.10888957960753645,0.20393410459864533,-0.11006296588327333,-0.2348920890230042,-0.0139737081794527,-0.000185669097738983,-0.057777087059130205,0.03726743793197868
hotspot,46,LR_pm10,70,105185,0.1,0.49797024290535724,0.18951704509280048,0.364116172816818,0.3023174921084922,0.6410193433769088,0.012291108281041258,0.3299458198355868,0.28006469831065084,0.4165548273014421,0.18951704509280048,0.012291108281041258,0.3299458198355868,0.19744950615015136,0.1133980316439842,0.24988816063477548,-0.10650054556961641,-0.2459193239726321,0.019045051681109915,0.030782839483484703,-0.05326863502268246,0.08322149396810882
hotspot,47,majority,70,87941,,0.621462116646388,0.0,0.16666666666666666,0.3600272508709589,0.7707283895744823,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.41346530050353547,-0.5224352574462754,-0.2956909514565562,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
hotspot,47,ref_base,70,87941,,0.6947953741713194,0.41346530050353547,0.3333333333333333,0.4940873322276721,0.8126952210357115,0.2956909514565562,0.5224352574462754,0.3333333333333333,0.3333333333333333,0.41346530050353547,0.2956909514565562,0.5224352574462754,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
hotspot,47,LR_pm1,70,87941,0.1,0.6556327537781013,0.3696585131817936,0.356810997830066,0.420963548243326,0.7994095848057814,0.1915842206746324,0.510453730284681,0.31780168201836334,0.40153301968219113,0.3696585131817936,0.1915842206746324,0.510453730284681,0.19014433116339932,0.15113501535169668,0.23486635301552447,-0.04380678732174187,-0.14133182243669293,0.02865469592966565,0.023477664496732664,-0.015531651314969976,0.06819968634885783
hotspot,47,LR_pm2,70,87941,0.1,0.6605223956971151,0.37665983197523456,0.37117787671724384,0.4285465643432881,0.8028110763990076,0.2035918122742986,0.5216831945109597,0.3274200557384204,0.4271604454274798,0.37665983197523456,0.2035918122742986,0.5216831945109597,0.20451121005057718,0.1607533890717538,0.2604937787608131,-0.03680546852830091,-0.13411218190046867,0.039800121153089306,0.03784454338391052,-0.005913277594912867,0.09382711209414646
hotspot,47,LR_pm5,70,87941,0.1,0.6685277629319657,0.39288163317588304,0.3796014577396212,0.44112828165167683,0.8104787478957709,0.22006710836053114,0.5293540370207256,0.3280083463975069,0.44126970698760387,0.39288163317588304,0.22006710836053114,0.5293540370207256,0.21293479107295452,0.16134167973084024,0.27460304032093724,-0.020583667327652433,-0.11467256383058913,0.06263802470273776,0.04626812440628786,-0.005324986935826416,0.10793637365427054
hotspot,47,LR_pm10,70,87941,0.1,0.6662648821368873,0.3984631540493359,0.3857476271174414,0.43565921947318453,0.8092457917611824,0.22270491456775215,0.5323149525576175,0.32811142664878534,0.4467032174893739,0.3984631540493359,0.22270491456775215,0.5323149525576175,0.21908096045077477,0.16144475998211866,0.28003655082270723,-0.01500214645419956,-0.1116505381252509,0.06967822142360294,0.05241429378410811,-0.005221906684547991,0.11336988415604062
rare,42,majority,67,2362,,0.35817104149026247,0.0,0.16666666666666666,0.2567526952411291,0.46656024237214,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.40278619027612744,-0.4708479256534981,-0.32255306046836507,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
rare,42,ref_base,67,2362,,0.5330228619813717,0.40278619027612744,0.3333333333333333,0.44207995951945545,0.6100885333668056,0.32255306046836507,0.4708479256534981,0.3333333333333333,0.3333333333333333,0.40278619027612744,0.32255306046836507,0.4708479256534981,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
